OBJECTID	UIDIS05	UIDIS06	MPDDIS05	MPDDIS06	VACANTPERCENT	STATE_FIPS	TRACT	BLKGRP	POP2000	POP2004	POP00_SQMI	POP04_SQMI	WHITE	BLACK	ASIAN	HISPANIC	AGE_UNDER5	AGE_5_17	AGE_18_21	AGE_22_29	AGE_30_39	AGE_40_49	AGE_50_64	AGE_65_UP	VACANT	SQMI	SHAPE_LENG	SHAPE_AREA	STFID	PSA	UNEMPL	POV	SAMEHOUSE	PROFMAN	MALE	FEMALE	YOUNGPOP	YOUNGUNEMP	CONCDIS	RESSTAB	PROSOCIAL	METRO_BG	PUBHOUSPT	REC_BG	OFFPREM_BG	ONPREM_BG	STORE_BG	NIGHT_BG	TAVERN_BG	REST_BG	PHYSDIS0506	PHYSDIS0203	AVGDV	SCH_BG	AVGMPDDIS	AVGUIDISOR	AVGADW0506	AVGADW0001	RESIDENTIALCOUNT	RETAILCOUNT	MOTELHOTELCOUNT	RECREATIONCOUNT	VACANTCOUNT	METRODUMMY	PUBHOUSINGDUMMY	COMRETAILPERCENT	RATE18_29	ADWWEEKEND	ADWNIGHTS	ADWWEEKNIGHT	INVMILEDIST	STREETLIGHTDENSI	OFF_SQMI	ON_SQMI	NIGHT_SQMI	TAVERN_SQMI	STORE_SQMI	REST_SQMI	STLIGHT_SQMI	BUSSTOP_SQMI	PROSO_SQMI	HOMLESS_SQMI	DVWEEKEND	DVENDNIGHT	DVWEEKNIGHT	UIWEEKNIGH	UIENDNIGHT	UIWEEKEND	MPDWEEKNIG	MPDWENDNIG	MPDWEEKEND	NO_SINGLES	NOTALLOWS_SQMI	ALLOWS_SQMI	PCTNOTALLOW	ARR_0506	ADW05	ADW06	ADW00	ADW01	DV05	DV06
263	43	46	68	105	.0130718954248366	11	009301	1	827	770	9188.9	8555.6	120	635	13	50	37	157	32	65	94	150	153	139	18	.09	1934.67756883	229833.614186	110010093011	0	19.17	9.19	73.4	0	45.71	54.29	23.46	0	-.08	1.31	4	0	0	0	0	0	0	0	0	0	104	148	8	0	86	44	1	2	286	8	0	0	4	0	0	.0326797385620915	.117291414752116	0	0	0	241.890300241886	1566.66666666667	0	0	0	0	0	0	1566.66666666667	88.8888888888889	44.4444444444444	0	0	0	3	23	10	22	32	173	77	0	0	0	0	35	1	2	1	3	7	9
264	25	26	51	48	.0387596899224806	11	009301	4	661	597	8262.5	7462.5	210	394	11	40	23	81	34	73	87	106	124	133	13	.08	1835.64562555	202353.412996	110010093014	0	13.79	10.04	62.55	4.33	48.26	51.74	15.73	0	-.4	1.01	1	0	0	0	0	0	0	0	0	0	74	79	5	0	50	26	2	2	236	0	0	0	10	0	0	0	.161875945537065	0	0	.5	286.934917651648	525	0	0	0	0	0	0	525	87.5	12.5	0	0	0	0	12	7	14	22	99	33	0	0	0	0	16	1	1	2	2	6	4
265	138	95	230	185	.137772675086108	11	009101	1	1531	1385	2733.9	2473.2	44	1445	8	32	82	264	58	107	183	249	275	313	44	.56	6780.74753114	1461573.9399	110010091011	0	4.56	6.84	72.97	7.91	46.51	53.49	22.6	0	-.39	1.3	10	0	0	0	3	5	3	2	0	3	207	408	31	1	208	116	12	22	554	23	1	0	120	0	0	.0401836969001148	.107772697583279	3	2	2.5	385.900930610019	778.571428571428	5.35714285714286	8.92857142857143	3.57142857142857	0	5.35714285714286	5.35714285714286	778.571428571428	37.5	17.8571428571429	0	6	3	4	46	34	52	84	415	108	0	0	5.35714285714286	0	293	13	11	20	23	37	25
266	62	57	58	98	.0673400673400673	11	009301	3	684	674	6218.2	6127.3	70	568	12	29	34	115	23	46	85	128	122	131	21	.11	2512.13920755	300242.009813	110010093013	0	6.75	15.51	65.22	2.76	44.3	55.7	21.78	0	-.12	.95	6	0	0	0	0	1	0	0	0	1	162	166	6	1	78	60	6	6	248	7	0	0	20	0	0	.0336700336700337	.100877192982456	2	1	.5	438.860689216266	1409.09090909091	0	9.09090909090909	0	0	0	9.09090909090909	1409.09090909091	90.9090909090909	54.5454545454545	9.09090909090909	2	0	1	18	11	21	41	156	34	0	0	0	0	161	5	8	5	7	5	8
267	63	70	132	78	.0872274143302181	11	009102	1	819	945	8190	9450	7	799	1	7	57	135	32	67	108	156	126	138	53	.1	2311.91257542	251166.342158	110010091021	0	2.19	9.87	41.85	4.76	49.21	50.79	23.44	0	-.25	-.03	2	0	0	0	2	0	2	0	0	0	96	105	21	0	105	66	7	6	260	9	0	0	28	0	0	.0404984423676012	.120879120879121	0	0	5	480.54023482298	190	20	0	0	0	20	0	190	110	20	0	2	0	5	32	12	21	52	210	50	0	0	20	0	194	7	5	7	5	16	26
268	91	77	258	202	.146258503401361	11	008804	3	878	776	21950	19400	2	862	2	3	77	149	40	102	106	142	164	98	162	.04	1723.04534936	97697.66126	110010088043	0	9.79	25.14	57.91	5.81	45.1	54.9	25.74	0	.35	-.07	1	0	0	0	2	0	2	0	0	0	116	170	52	0	230	84	10	14	238	5	0	0	43	0	0	.0170068027210884	.161731207289294	3	2	2.5	1034.16448997672	2100	50	0	0	0	50	0	2100	75	25	0	10	6	10	46	23	38	100	460	119	0	0	50	0	154	15	6	12	16	53	51
269	49	52	173	176	.106280193236715	11	008804	2	532	565	17733.3	18833.3	1	522	0	3	41	100	30	52	63	88	101	57	74	.03	1150.16881817	65492.900353	110010088042	0	6.57	35.86	65.11	0	49.62	50.38	26.5	0	.51	0	2	0	0	0	0	0	0	0	0	0	72	110	31	0	174	50	6	7	164	6	0	0	22	0	0	.0338164251207729	.154135338345865	1	.5	1	745.173394456069	2100	0	0	0	0	0	0	2100	33.3333333333333	66.6666666666667	0	7	3	6	28	18	31	111	349	71	0	0	0	0	160	8	1	5	9	33	29
270	79	78	177	158	.0394366197183099	11	008802	4	1167	1092	29175	27300	8	1133	0	22	66	262	58	85	178	176	162	180	141	.04	1330.27724745	92834.276362	110010088024	0	20.57	39.64	50.71	4.46	47.64	52.36	28.11	0	.63	-.02	1	0	0	0	0	0	0	0	0	0	107	127	51	0	168	78	16	17	338	1	0	0	14	0	0	.0028169014084507	.122536418166238	5	3.5	3	829.000439637493	2450	0	0	0	0	0	0	2450	50	25	0	10	6	8	33	16	37	64	335	87	0	0	0	0	151	19	19	16	18	54	48
271	173	195	480	598	.0529595015576324	11	008903	1	2396	2448	19966.7	20400	20	2321	13	35	175	462	104	236	327	360	384	348	414	.12	2991.03338398	299483.174717	110010089031	0	13.71	23.23	61.2	7.16	46.29	53.71	26.59	0	.56	-.07	2	0	0	0	2	0	2	0	0	0	322	388	100	0	539	184	31	32	582	10	0	0	34	0	0	.0155763239875389	.141903171953255	8.5	4	8	476.044759580361	1891.66666666667	16.6666666666667	0	0	0	16.6666666666667	0	1891.66666666667	108.333333333333	16.6666666666667	0	20	12	23	94	30	59	315	1078	247	0	0	16.6666666666667	0	530	22	34	44	21	110	90
272	37	42	70	119	.0687830687830688	11	008802	1	691	657	23033.3	21900	10	658	0	17	54	128	35	73	86	116	112	87	59	.03	1150.78301739	68363.5878855	110010088021	0	30.32	21.87	67.62	4.55	46.89	53.11	26.34	0	.59	.25	0	0	0	0	2	0	2	0	0	0	77	118	24	0	94	40	9	12	164	3	0	0	13	0	0	.0158730158730159	.15629522431259	1	1	3	716.719208110193	2166.66666666667	66.6666666666667	0	0	0	66.6666666666667	0	2166.66666666667	33.3333333333333	0	0	6	4	6	13	12	18	39	189	41	0	0	66.6666666666667	0	159	4	7	13	11	28	21
273	87	73	220	222	.0670926517571885	11	008802	2	1108	1049	22160	20980	10	1081	3	4	49	193	57	74	103	162	166	304	53	.05	1428.93294634	129814.60427	110010088022	0	17	30.03	61.46	8.43	43.14	56.86	21.84	0	.43	.27	2	0	0	0	1	0	1	0	0	0	147	175	45	0	221	80	10	16	272	10	0	0	21	0	0	.0319488817891374	.118231046931408	4	1.5	2	991.572267719906	2360	20	0	0	0	20	0	2360	120	40	0	10	4	8	32	24	43	114	442	112	0	0	20	0	293	7	5	21	10	49	41
274	225	173	513	620	.136150234741784	11	008904	2	686	690	13720	13800	10	654	0	4	43	107	27	52	110	110	134	103	116	.05	1813.03289186	144500.411108	110010089042	0	11.31	39.94	41.41	13.99	50.15	49.85	21.87	0	.55	-.94	0	0	0	0	2	0	2	0	0	0	108	125	102	0	566	199	17	17	175	6	0	0	29	0	0	.028169014084507	.115160349854227	5	3	4.5	583.158379854726	1620	40	0	0	0	40	0	1620	120	0	20	28	17	11	70	66	111	280	1133	272	0	0	40	0	552	16	17	18	16	93	112
275	40	41	115	159	.0561056105610561	11	008402	3	541	523	13525	13075	117	396	11	24	36	76	24	75	119	94	68	49	35	.04	1573.58693515	95200.2675315	110010084023	0	14.36	17.93	72.38	3.55	46.58	53.42	20.7	0	.16	.83	3	0	0	0	1	2	1	0	0	2	119	238	12	0	137	40	1	6	215	32	0	0	17	0	0	.118811881188119	.182994454713494	.5	.5	.5	1417.4175447271	125	25	50	0	0	25	50	125	150	75	0	2	2	4	18	16	25	75	274	66	0	0	25	0	69	2	7	3	8	17	8
276	61	58	211	186	.0962099125364431	11	007901	4	1145	1030	22900	20600	11	1092	3	34	99	270	60	88	175	169	151	133	49	.05	1463.90377452	122065.723447	110010079014	0	23.39	36.7	62.96	8.4	44.1	55.9	32.23	0	1.11	-.02	6	0	0	0	1	0	1	0	0	0	138	168	46	1	198	60	10	12	255	6	0	0	33	0	0	.032069970845481	.129257641921397	1.5	1	3	749.051360470112	1700	20	0	0	0	20	0	1700	100	120	0	13	8	7	28	19	31	113	397	99	0	0	20	0	202	9	11	12	11	47	46
277	37	48	137	89	.0374149659863946	11	008001	1	639	609	21300	20300	68	548	12	3	17	97	28	65	128	114	111	79	43	.03	1556.66058574	86574.598876	110010080011	0	15.87	23.07	57.93	5.51	51.96	48.04	17.84	0	.39	.53	3	0	0	0	1	0	1	0	0	0	92	172	16	0	113	42	4	6	254	6	0	0	11	0	0	.0272108843537415	.145539906103286	1.5	.5	0	956.412822549936	1000	33.3333333333333	0	0	0	33.3333333333333	0	1000	66.6666666666667	100	33.3333333333333	4	2	4	16	11	25	64	226	56	0	0	33.3333333333333	0	76	5	5	3	9	20	11
278	39	26	132	99	.0797872340425532	11	007901	1	645	632	16125	15800	3	632	0	9	62	174	33	49	87	95	83	62	33	.04	1262.36141267	88671.7831155	110010079011	0	25.38	56.98	56.37	10.88	39.69	60.31	36.59	0	1.99	-.34	4	0	0	1	1	0	1	0	0	0	60	134	20	1	116	32	10	10	138	8	0	0	15	0	0	.0585106382978723	.127131782945736	2.5	.5	1.5	622.88606382929	1175	25	0	0	0	25	0	1175	25	100	0	4	2	4	12	11	17	63	231	46	0	0	25	0	248	12	9	10	11	20	20
279	57	34	78	73	.122302158273381	11	001702	2	1175	1112	5875	5560	174	921	9	69	41	154	36	105	185	226	206	222	54	.2	3878.95391095	508075.264251	110010017022	405	3.88	4.54	66.39	14.91	45.02	54.98	16.6	0	-.52	.96	2	1	0	0	0	1	0	0	0	1	189	171	8	1	76	46	2	4	423	8	0	0	68	1	0	.0179856115107914	.12	1.5	1	0	180.75670715015	1180	0	5	0	0	0	5	1180	65	10	0	1	0	2	13	7	17	29	151	42	0	0	0	0	97	3	1	5	4	7	8
280	50	41	65	59	.147540983606557	11	009505	2	901	842	5005.6	4677.8	33	826	3	29	36	96	21	65	92	127	184	280	17	.18	3469.58326806	475329.622341	110010095052	405	13.35	5.82	76.95	9.8	41.73	58.27	14.65	0	-.22	1.51	5	0	0	1	0	0	0	0	0	0	145	254	8	1	62	46	2	2	369	0	0	0	72	0	0	.0102459016393443	.095449500554939	0	0	1	178.024901564707	1127.77777777778	0	0	0	0	0	0	1127.77777777778	72.2222222222222	27.7777777777778	0	2	1	2	13	8	16	28	124	29	0	0	0	0	83	5	3	2	2	6	10
281	49	30	42	70	.0471976401179941	11	009505	4	709	670	10128.6	9571.4	14	675	4	16	23	114	25	40	66	103	136	202	8	.07	1761.46062702	171812.47607	110010095054	405	4.18	9.16	90.68	13.09	41.89	58.11	19.32	0	-.37	1.93	1	0	0	0	1	0	1	0	0	0	73	184	7	0	56	40	2	1	309	2	0	0	16	0	0	.00589970501474926	.0916784203102962	0	0	.5	208.320812742157	1914.28571428571	14.2857142857143	0	0	0	14.2857142857143	0	1914.28571428571	114.285714285714	14.2857142857143	0	0	0	2	16	7	13	33	112	21	0	0	14.2857142857143	0	93	3	0	1	1	5	9
282	20	20	48	22	.106451612903226	11	001902	3	724	679	5569.2	5223.1	18	654	0	31	34	100	32	71	78	126	140	143	24	.13	2750.4642084	334402.277999	110010019023	404	5.97	8.14	76.33	7.94	44.34	55.66	18.51	18.52	-.28	1.3	5	0	0	0	0	0	0	0	0	0	101	154	6	4	35	20	4	2	274	0	0	0	33	0	0	0	.142265193370166	0	0	2	229.826625717079	1084.61538461538	0	0	0	0	0	0	1084.61538461538	23.0769230769231	38.4615384615385	0	0	0	1	9	2	7	8	70	21	0	0	0	0	49	4	0	2	1	7	4
283	68	41	88	66	.135283363802559	11	009505	6	1061	1119	7073.3	7460	24	1002	1	17	34	149	48	86	141	159	195	249	25	.15	3157.06608265	383513.100891	110010095056	405	4.33	5.54	64.71	5.32	43.54	56.46	17.25	0	-.4	.9	2	0	0	0	2	0	2	0	0	0	175	283	13	1	77	54	3	1	437	3	0	0	74	0	0	.00548446069469835	.126295947219604	.5	0	1	3803.3710874534	1613.33333333333	13.3333333333333	0	0	0	13.3333333333333	0	1613.33333333333	53.3333333333333	13.3333333333333	6.66666666666667	3	1	2	20	13	23	42	154	39	0	0	13.3333333333333	0	185	4	1	2	0	11	15
284	78	53	61	64	.0189328743545611	11	009507	1	1533	1464	13936.4	13309.1	9	1484	11	10	55	228	57	102	225	216	292	358	15	.11	2483.11518574	294663.275607	110010095071	405	6.15	13.37	63.9	4.59	42.47	57.53	18.46	0	-.2	1	6	0	0	1	1	0	1	0	0	0	123	263	14	2	62	66	6	2	562	4	0	0	11	0	0	.00688468158347676	.103718199608611	.5	.5	1.5	210.223330915953	1790.90909090909	9.09090909090909	0	0	0	9.09090909090909	0	1790.90909090909	54.5454545454545	54.5454545454545	0	3	1	2	29	24	36	24	125	44	0	0	9.09090909090909	0	137	8	3	3	2	18	9
285	35	16	49	46	.0557184750733138	11	002102	1	950	897	15833.3	14950	28	805	5	123	42	144	54	98	117	150	156	189	21	.06	2380.50787822	166959.906214	110010021021	404	15.46	13.23	64.02	11.08	46.63	53.37	19.58	5.93	-.1	.78	0	0	0	0	0	0	0	0	0	0	118	163	10	0	48	26	4	2	320	0	0	0	19	0	0	0	.16	0	0	.5	386.04867905912	1966.66666666667	0	0	0	0	0	0	1966.66666666667	50	0	16.6666666666667	2	2	2	8	4	14	26	95	34	0	0	0	0	46	1	1	2	2	13	7
286	54	21	224	149	.05	11	002102	2	847	901	16940	18020	25	773	1	45	38	108	29	84	147	130	136	175	51	.05	1716.8426429	134019.562857	110010021022	404	9.52	10.2	72.4	0	45.1	54.9	17.24	0	-.15	.61	3	0	0	0	1	0	1	0	0	0	69	158	9	1	186	38	6	4	219	4	0	0	12	0	0	.0208333333333333	.133412042502952	2	1	2.5	484.482056104193	1560	20	0	0	0	20	0	1560	140	60	0	2	2	4	15	10	23	72	373	94	0	0	20	0	195	10	6	2	7	8	10
287	34	21	71	58	0	11	002102	3	744	812	18600	20300	17	684	0	44	28	126	31	73	95	127	118	146	26	.04	1478.00552527	98064.3476675	110010021023	404	12.97	11.31	69.69	13.45	47.72	52.28	20.7	0	.2	.63	3	0	0	0	1	2	1	1	1	0	85	130	10	0	64	28	6	5	206	10	0	0	0	0	0	.0491071428571429	.139784946236559	1.5	1	1.5	701.542454479998	1600	25	50	25	25	25	0	1600	25	75	0	2	0	2	8	4	8	40	129	27	1	25	0	100	179	3	6	5	5	10	9
288	34	42	47	43	0	11	009508	2	1463	1400	14630	14000	19	1402	7	19	70	207	63	85	153	206	269	410	20	.1	2190.34390781	249797.156498	110010095082	405	11.11	4.88	79.81	8.73	43.95	56.05	18.93	16.67	-.21	1.67	1	0	0	0	0	0	0	0	0	0	118	218	14	0	45	38	2	2	606	0	0	1	0	0	0	0	.101161995898838	.5	0	1.5	167.284593803537	1540	0	0	0	0	0	0	1540	40	10	0	2	1	4	21	9	15	17	90	22	0	0	0	0	61	2	2	3	2	10	18
289	49	54	111	113	.432203389830508	11	009508	4	591	569	3283.3	3161.1	14	557	5	21	32	68	15	59	100	117	121	79	14	.18	4025.08062925	464951.735139	110010095084	408	4.48	10.05	59.16	2.35	43.82	56.18	16.92	0	-.2	-.54	4	1	0	0	0	0	0	0	0	0	41	68	12	3	112	52	2	4	43	1	0	0	51	1	0	.0169491525423729	.125211505922166	.5	0	.5	297.078644127804	538.888888888889	0	0	0	0	0	0	538.888888888889	100	22.2222222222222	5.55555555555556	4	0	3	33	7	11	59	224	51	0	0	0	0	231	9	1	5	2	13	11
290	31	13	44	27	.0144230769230769	11	009508	3	806	766	8955.6	8511.1	9	773	1	1	30	89	37	48	98	129	156	219	10	.09	2725.14952158	229369.98594	110010095083	405	5.66	4.11	79	6.86	41.56	58.44	14.76	9.52	-.13	.95	1	0	0	0	0	0	0	0	0	0	79	102	10	1	36	22	4	0	204	0	0	0	3	0	0	0	.10545905707196	0	0	1.5	161.843224308234	1188.88888888889	0	0	0	0	0	0	1188.88888888889	111.111111111111	11.1111111111111	0	0	0	4	8	1	6	21	71	16	0	0	0	0	57	2	3	0	0	9	10
291	26	16	45	45	0	11	009509	1	1074	1019	15342.9	14557.1	14	1041	0	9	51	180	41	53	115	187	190	257	11	.07	2063.5974368	178385.133852	110010095091	0	3.76	3.15	85.32	3.09	43.3	56.7	21.51	15.15	-.36	1.77	0	0	0	0	0	0	0	0	0	0	173	172	11	0	45	21	4	2	421	2	0	0	0	0	0	.00472813238770686	.0875232774674116	1	.5	0	231.160074625862	2085.71428571429	0	0	0	0	0	0	2085.71428571429	142.857142857143	0	0	0	0	2	8	9	13	16	90	29	0	0	0	0	67	2	4	2	3	4	18
292	90	97	121	112	.0203804347826087	11	009000	1	2263	2157	3970.2	3784.2	13	2195	3	27	69	238	48	161	233	279	434	801	33	.57	5396.14099577	1468534.67355	110010090001	0	10.01	24.16	67.36	7.81	37.3	62.7	13.57	4.6	.11	.3	3	0	1	2	0	0	0	0	0	0	77	132	26	1	116	94	6	6	719	0	0	0	15	0	1	0	.0923552806009722	3	2	0	142.138292203982	150.877192982456	0	0	0	0	0	0	150.877192982456	31.578947368421	5.26315789473684	0	6	2	2	22	19	45	61	233	54	0	0	0	0	84	5	6	7	4	23	28
293	300	187	374	324	.174129353233831	11	009601	1	2343	2435	2928.8	3043.8	11	2290	7	6	193	721	120	184	321	305	252	247	129	.8	6732.70932515	2083609.74239	110010096011	0	20.79	28.38	54.52	10.2	43.15	56.85	39.01	3.05	.92	-.19	8	0	301	1	1	0	1	0	0	0	307	668	105	1	349	244	27	21	417	9	0	1	105	0	1	.0182421227197347	.129748186086214	5	4	5	120.796392706701	527.5	1.25	0	0	0	1.25	0	527.5	18.75	10	0	22	16	21	103	73	113	183	698	174	0	0	1.25	0	519	34	19	20	22	126	84
294	44	40	222	152	.761904761904762	11	008905	1	2	2	1.7	1.7	0	0	2	0	0	0	1	0	0	0	1	0	0	1.18	9536.11261135	3038719.19518	110010089051	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	1	0	0	1	0	17	11	28	0	187	42	2	5	1	0	0	0	32	0	0	0	.5	.5	.5	0	184.631314998594	61.0169491525424	0	.847457627118644	0	.847457627118644	0	0	61.0169491525424	5.08474576271187	0	0	8	4	4	23	14	25	95	374	88	0	0	0	0	141	3	1	7	3	29	26
295	39	50	66	61	.233415233415233	11	007806	1	1200	1127	10909.1	10245.5	3	1178	3	9	63	239	55	132	160	205	214	132	82	.11	2696.40990905	297354.684696	110010078061	0	11.81	20.36	67.64	1.44	48.58	51.42	25.17	0	.22	.4	6	0	0	0	0	0	0	0	0	0	165	228	20	1	64	44	8	16	284	4	0	0	95	0	0	.00982800982800983	.155833333333333	2	1	2.5	110.70200366249	1563.63636363636	0	0	0	0	0	0	1563.63636363636	63.6363636363636	54.5454545454545	0	3	1	5	20	10	24	26	127	25	0	0	0	0	173	5	5	13	18	20	19
296	101	96	202	224	.219683655536028	11	007806	5	933	881	5831.3	5506.3	6	915	1	4	48	173	34	70	155	148	161	144	66	.16	3066.94189575	393102.426066	110010078065	0	20.57	14.3	53.47	8.27	50.27	49.73	23.69	0	.2	.23	11	1	0	0	2	0	2	0	0	0	156	227	32	2	213	98	8	9	338	4	0	1	125	1	0	.0123022847100176	.111468381564845	1.5	.5	3	216.303076167182	1325	12.5	0	0	0	12.5	0	1325	87.5	68.75	6.25	7	2	8	42	22	43	107	426	109	0	0	12.5	0	227	10	9	7	11	25	39
297	224	129	426	489	.252747252747253	11	009602	3	3106	3036	5860.4	5728.3	10	3046	5	31	296	819	195	358	482	390	355	211	65	.53	4742.07027748	1379987.47257	110010096023	0	13.9	32.61	48.47	9.81	40.08	59.92	35.9	8	.99	-.9	4	1	4	0	1	0	1	0	0	0	69	282	142	3	458	176	22	19	104	1	0	0	46	1	1	.00549450549450549	.178042498390212	5.5	4	5	181.196147745104	269.811320754717	1.88679245283019	0	0	0	1.88679245283019	0	269.811320754717	26.4150943396226	7.54716981132075	0	31	19	24	62	63	105	221	915	233	1	1.88679245283019	0	100	362	22	17	13	25	147	137
298	85	79	161	170	.0472560975609756	11	007809	3	1719	1633	17190	16330	8	1690	1	16	115	326	77	168	269	307	233	224	108	.1	2143.96066246	255886.848315	110010078093	0	16.02	24.91	68.4	4.42	43.98	56.02	25.65	0	.55	.61	1	0	0	0	0	0	0	0	0	0	212	450	44	1	166	82	12	13	596	0	0	0	31	0	0	0	.142524723676556	2	1.5	1.5	136.103175592392	1830	0	0	0	0	0	0	1830	60	10	0	10	5	11	38	17	34	93	331	89	0	0	0	0	162	8	15	9	17	41	48
299	111	84	165	171	.202702702702703	11	007807	3	905	860	8227.3	7818.2	1	887	1	12	44	190	54	87	106	164	156	104	46	.11	2611.3626657	281361.403926	110010078073	0	6.56	16.3	71.35	9.82	45.64	54.36	25.86	14.52	.03	.69	9	0	0	0	2	0	2	0	0	0	88	166	34	2	168	98	9	8	226	7	0	0	75	0	0	.0189189189189189	.155801104972376	1.5	1.5	3	181.091695467427	945.454545454545	18.1818181818182	0	0	0	18.1818181818182	0	945.454545454545	54.5454545454545	81.8181818181818	0	9	8	8	43	22	37	76	336	77	0	0	18.1818181818182	0	187	10	6	7	9	36	32
300	82	83	189	172	.140167364016736	11	007809	4	948	891	8618.2	8100	26	902	1	15	38	173	61	83	133	157	188	115	75	.11	2460.83640407	279265.321365	110010078094	0	16.38	17.79	62.37	4.15	48.73	51.27	22.26	13.79	.4	.59	11	0	0	0	1	0	1	0	0	0	168	211	36	0	180	82	4	8	332	12	0	0	67	0	0	.0251046025104603	.151898734177215	1.5	.5	2	388.044100393658	2145.45454545455	9.09090909090909	0	0	0	9.09090909090909	0	2145.45454545455	63.6363636363636	100	0	7	4	6	36	17	33	101	361	90	0	0	9.09090909090909	0	220	5	4	8	8	39	32
301	104	94	359	352	.428571428571429	11	007803	1	710	677	3944.4	3761.1	11	685	0	14	54	133	23	68	106	93	137	96	98	.18	3387.36348225	481998.701377	110010078031	0	15.56	21.28	61.07	1.88	44.51	55.49	26.34	0	.52	.35	5	0	0	0	4	0	4	0	0	0	125	226	44	1	356	99	10	16	215	20	0	1	204	0	0	.0504201680672269	.128169014084507	1.5	1.5	1.5	371.216357324899	1011.11111111111	22.2222222222222	0	0	0	22.2222222222222	0	1011.11111111111	127.777777777778	27.7777777777778	11.1111111111111	8	6	6	48	20	41	192	711	143	0	0	22.2222222222222	0	458	10	8	12	19	41	48
302	114	103	157	110	.239782016348774	11	007807	1	1006	969	11177.8	10766.7	7	976	4	11	53	216	56	110	135	140	152	144	101	.09	2317.39148105	242392.400546	110010078071	0	5.67	15.97	69.69	6.56	46.12	53.88	26.74	0	.19	.4	4	0	0	0	0	0	0	0	0	0	123	310	54	1	134	108	11	9	240	0	0	0	88	0	0	0	.165009940357853	4.5	2.5	1.5	97.681693755216	1744.44444444444	0	0	0	0	0	0	1744.44444444444	77.7777777777778	44.4444444444444	0	17	8	8	39	39	61	47	267	79	0	0	0	0	354	8	10	14	4	55	54
303	75	60	80	99	.407894736842105	11	007804	1	983	965	8936.4	8772.7	5	959	1	9	40	139	47	59	82	114	129	373	96	.11	3590.58710404	274854.197663	110010078041	0	10.18	15.32	55.68	19.7	41.71	58.29	18.21	0	.37	.08	7	0	0	0	1	0	1	0	0	0	132	198	34	1	90	68	8	6	167	10	0	0	155	0	0	.0315789473684211	.107833163784334	1.5	1.5	2.5	163.093042540464	1490.90909090909	9.09090909090909	0	0	0	9.09090909090909	0	1490.90909090909	81.8181818181818	63.6363636363636	0	7	3	6	29	15	24	40	179	49	0	0	9.09090909090909	0	216	2	4	6	7	30	38
304	52	35	195	156	.168674698795181	11	007604	1	1010	941	16833.3	15683.3	14	984	2	4	72	166	50	107	162	146	192	115	85	.06	2074.93517716	167429.001443	110010076041	0	12.05	15.7	63.73	7.76	43.37	56.63	23.56	0	.3	-.23	1	0	0	0	0	1	0	0	0	1	56	209	34	0	176	44	8	8	126	4	0	0	28	0	0	.0240963855421687	.155445544554455	2	1.5	.5	272.880950595954	1433.33333333333	0	16.6666666666667	0	0	0	16.6666666666667	1433.33333333333	50	16.6666666666667	0	7	4	8	14	17	24	97	351	81	0	0	0	0	141	7	11	9	7	38	29
305	83	68	145	170	.246575342465753	11	007604	3	1177	1103	7846.7	7353.3	38	1114	3	8	80	205	55	141	190	189	211	106	85	.15	2601.51239687	382946.087344	110010076043	0	5.23	19.14	64.12	7.57	43.93	56.07	24.21	17.95	.16	.11	1	0	0	0	0	0	0	0	0	0	105	238	54	1	158	76	8	6	233	0	0	0	90	0	0	0	.166525063721325	.5	0	2.5	180.908736406831	1020	0	0	0	0	0	0	1020	26.6666666666667	6.66666666666667	0	14	4	8	34	11	25	85	315	72	0	0	0	0	102	4	8	12	1	68	39
306	124	184	285	284	.103092783505155	11	007502	1	2206	2122	22060	21220	17	2140	5	20	167	588	131	250	341	336	283	110	59	.1	2551.8253734	269735.511774	110010075021	0	26.87	44.06	49.3	3.22	48.87	51.13	34.22	0	1.44	-.7	4	0	163	0	0	0	0	0	0	0	67	167	84	0	284	154	30	35	160	1	0	1	20	0	1	.0103092783505155	.172710788757933	6	3	8	170.195579303603	580	0	0	0	0	0	0	580	110	40	10	20	13	18	68	64	89	125	569	133	0	0	0	0	554	27	28	34	36	85	84
307	52	46	67	73	.244	11	007603	5	757	716	5823.1	5507.7	44	703	0	2	42	124	27	70	136	117	148	93	40	.13	2366.06781278	326874.122371	110010076035	0	0	11.68	71.82	11.61	45.31	54.69	21.93	0	-.24	.82	4	0	0	1	1	0	1	0	0	0	90	173	20	1	70	49	7	10	181	2	0	0	61	0	0	.008	.128137384412153	2	1.5	2.5	190.220471429598	1253.84615384615	7.69230769230769	0	0	0	7.69230769230769	0	1253.84615384615	107.692307692308	30.7692307692308	0	6	5	4	21	5	17	37	140	35	1	7.69230769230769	0	100	146	8	10	9	11	20	20
308	82	83	153	182	.336065573770492	11	007502	3	535	516	10700	10320	5	523	2	10	72	129	40	65	83	65	52	29	26	.05	1870.0328788	129872.073211	110010075023	0	32.81	44.03	35.71	0	41.31	58.69	37.57	29.73	1.91	-1.24	2	0	0	0	0	0	0	0	0	0	53	135	24	1	168	82	8	14	74	5	0	0	41	0	0	.040983606557377	.196261682242991	2.5	1	1	213.231652389035	1280	0	0	0	0	0	0	1280	180	40	0	7	6	4	24	23	46	92	335	78	0	0	0	0	152	4	10	15	13	18	29
